time_s,temp_C
2473,106.44
2474,106.44
2475,106.46
2476,106.46
2477,106.46
2478,106.47
2479,106.47
2480,106.47
2481,106.47
2482,106.46
2483,106.46
2484,106.46
2485,106.45
2486,106.46
2487,106.45
2488,106.46
2489,106.46
2490,106.47
2491,106.47
2492,106.47
2493,106.47
2494,106.46
2495,106.46
2496,106.46
2497,106.46
2498,106.46
2499,106.45
2500,106.45
2501,106.46
2502,106.46
2503,106.46
2504,106.46
2505,106.46
2506,106.47
2507,106.47
2508,106.46
2509,106.46
2510,106.46
2511,106.45
2512,106.45
2513,106.46
2514,106.46
2515,106.46
2516,106.45
2517,106.45
2518,106.45
2519,106.44
2520,106.45
2521,106.44
2522,106.44
2523,106.43
2524,106.43
2525,106.42
2526,106.42
2527,106.41
2528,106.41
2529,106.42
2530,106.42
2531,106.42
2532,106.42
2533,106.42
2534,106.42
2535,106.42
2536,106.42
2537,106.43
2538,106.43
2539,106.42
2540,106.42
2541,106.42
2542,106.43
2543,106.43
2544,106.44
2545,106.43
2546,106.44
2547,106.43
2548,106.43
2549,106.42
2550,106.42
2551,106.42
2552,106.42
2553,106.42
2554,106.42
2555,106.42
2556,106.43
2557,106.43
2558,106.43
2559,106.43
2560,106.43
2561,106.41
2562,106.41
2563,106.43
2564,106.43
2565,106.42
2566,106.42
2567,106.42
2568,106.43
2569,106.43
2570,106.42
2571,106.42
2572,106.42
2573,106.42
2574,106.42
2575,106.42
2576,106.42
2577,106.42
2578,106.42
2579,106.41
2580,106.41
2581,106.41
2582,106.41
2583,106.43
2584,106.41
2585,106.43
2586,106.43
2587,106.43
2588,106.43
2589,106.43
2590,106.43
2591,106.42
2592,106.42
2593,106.42
2594,106.42
2595,106.42
2596,106.41
2597,106.41
2598,106.41
2599,106.41
2600,106.4
2601,106.4
2602,106.4
2603,106.4
2604,106.4
2605,106.4
2606,106.4
2607,106.4
2608,106.41
2609,106.41
2610,106.4
2611,106.4
2612,106.4
2613,106.4
2614,106.4
2615,106.4
2616,106.4
2617,106.4
2618,106.4
2619,106.4
2620,106.41
2621,106.41
2622,106.39
2623,106.39
2624,106.4
2625,106.4
2626,106.39
2627,106.4
2628,106.39
2629,106.39
2630,106.39
2631,106.39
2632,106.39
2633,106.39
2634,106.38
2635,106.38
2636,106.38
2637,106.38
2638,106.38
2639,106.4
2640,106.4
2641,106.39
2642,106.39
2643,106.38
2644,106.38
2645,106.38
2646,106.37
2647,106.37
2648,106.37
2649,106.37
2650,106.37
2651,106.37
2652,106.37
2653,106.37
2654,106.37
2655,106.37
2656,106.37
2657,106.37
2658,106.37
2659,106.37
2660,106.37
2661,106.37
2662,106.37
2663,106.37
2664,106.37
2665,106.36
2666,106.36
2667,106.38
2668,106.38
2669,106.37
2670,106.37
2671,106.37
2672,106.38
2673,106.38
2674,106.39
2675,106.39
2676,106.39
2677,106.39
2678,106.39
2679,106.39
2680,106.38
2681,106.39
2682,106.38
2683,106.38
2684,106.38
2685,106.38
2686,106.38
2687,106.38
2688,106.38
2689,106.38
2690,106.38
2691,106.38
2692,106.38
2693,106.38
2694,106.38
2695,106.38
2696,106.38
2697,106.38
2698,106.37
2699,106.37
2700,106.37
2701,106.37
2702,106.37
2703,106.37
2704,106.37
2705,106.37
2706,106.37
2707,106.37
2708,106.36
2709,106.36
2710,106.37
2711,106.37
2712,106.38
2713,106.38
2714,106.38
2715,106.37
2716,106.37
2717,106.36
2718,106.36
2719,106.37
2720,106.37
2721,106.37
2722,106.38
2723,106.38
2724,106.38
2725,106.38
2726,106.38
2727,106.38
2728,106.38
2729,106.39
2730,106.39
2731,106.39
2732,106.39
2733,106.39
2734,106.39
2735,106.39
2736,106.39
2737,106.39
2738,106.39
2739,106.39
2740,106.39
2741,106.39
2742,106.39
2743,106.39
2744,106.4
2745,106.39
2746,106.4
2747,106.38
2748,106.38
2749,106.37
2750,106.38
2751,106.37
2752,106.38
2753,106.38
2754,106.38
2755,106.39
2756,106.39
2757,106.39
2758,106.39
2759,106.39
2760,106.39
2761,106.39
2762,106.4
2763,106.4
2764,106.4
2765,106.4
2766,106.4
2767,106.39
2768,106.39
2769,106.39
2770,106.39
2771,106.4
2772,106.4
2773,106.4
2774,106.38
2775,106.38
2776,106.37
2777,106.37
2778,106.37
2779,106.37
2780,106.37
2781,106.37
2782,106.38
2783,106.37
2784,106.38
2785,106.38
2786,106.37
2787,106.37
2788,106.36
2789,106.36
2790,106.37
2791,106.37
2792,106.37
2793,106.36
2794,106.36
2795,106.36
2796,106.36
2797,106.35
2798,106.35
2799,106.35
2800,106.35
2801,106.35
2802,106.35
2803,106.35
2804,106.35
2805,106.35
2806,106.35
2807,106.36
2808,106.36
2809,106.34
2810,106.34
2811,106.34
2812,106.35
2813,106.35
2814,106.35
2815,106.35
2816,106.36
2817,106.36
2818,106.36
2819,106.36
2820,106.36
2821,106.36
2822,106.36
2823,106.34
2824,106.34
2825,106.34
2826,106.34
2827,106.34
2828,106.35
2829,106.35
2830,106.35
2831,106.35
2832,106.35
2833,106.36
2834,106.36
2835,106.34
2836,106.34
2837,106.34
2838,106.34
2839,106.34
2840,106.35
2841,106.35
2842,106.35
2843,106.34
2844,106.35
2845,106.35
2846,106.34
2847,106.35
2848,106.34
2849,106.34
2850,106.34
2851,106.34
2852,106.34
2853,106.34
2854,106.33
2855,106.33
2856,106.33
2857,106.33
2858,106.33
2859,106.32
2860,106.34
2861,106.32
2862,106.34
2863,106.34
2864,106.33
2865,106.33
2866,106.33
2867,106.33
2868,106.33
2869,106.33
2870,106.33
2871,106.33
2872,106.33
2873,106.33
2874,106.33
2875,106.33
2876,106.33
2877,106.33
2878,106.33
2879,106.33
2880,106.33
2881,106.33
2882,106.33
2883,106.33
2884,106.33
2885,106.33
2886,106.33
2887,106.32
2888,106.32
2889,106.32
2890,106.33
2891,106.33
2892,106.34
2893,106.34
2894,106.34
2895,106.34
2896,106.34
2897,106.34
2898,106.34
2899,106.33
2900,106.33
2901,106.33
2902,106.33
2903,106.33
2904,106.33
2905,106.33
2906,106.34
2907,106.34
2908,106.34
2909,106.34
2910,106.34
2911,106.34
2912,106.34
2913,106.33
2914,106.33
2915,106.33
2916,106.32
2917,106.32
2918,106.33
2919,106.33
2920,106.33
2921,106.33
2922,106.33
2923,106.34
2924,106.34
2925,106.32
2926,106.32
2927,106.32
2928,106.33
2929,106.33
2930,106.33
2931,106.33
2932,106.33
2933,106.33
2934,106.33
2935,106.33
2936,106.33
2937,106.33
2938,106.33
2939,106.33
2940,106.34
2941,106.34
2942,106.32
2943,106.32
2944,106.32
2945,106.32
2946,106.33
2947,106.33
2948,106.33
2949,106.32
2950,106.32
2951,106.33
2952,106.33
2953,106.33
2954,106.33
2955,106.32
2956,106.33
2957,106.32
2958,106.32
2959,106.31
2960,106.31
2961,106.31
2962,106.3
2963,106.31
2964,106.3
2965,106.3
2966,106.3
2967,106.3
2968,106.3
2969,106.3
2970,106.29
2971,106.29
2972,106.29
2973,106.29
2974,106.29
2975,106.28
2976,106.28
2977,106.28
2978,106.28
2979,106.28
2980,106.29
2981,106.29
2982,106.29
2983,106.29
2984,106.29
2985,106.29
2986,106.29
2987,106.29
2988,106.29
2989,106.31
2990,106.31
2991,106.31
2992,106.3
2993,106.3
2994,106.3
2995,106.3
2996,106.3
2997,106.3
2998,106.3
2999,106.3
3000,106.3
3001,106.3
3002,106.3
3003,106.3
3004,106.3
3005,106.3
3006,106.3
3007,106.3
3008,106.31
3009,106.31
3010,106.31
3011,106.31
3012,106.3
3013,106.31
3014,106.29
3015,106.3
3016,106.29
3017,106.29
3018,106.28
3019,106.28
3020,106.28
3021,106.28
3022,106.29
3023,106.29
3024,106.29
3025,106.29
3026,106.29
3027,106.29
3028,106.29
3029,106.3
3030,106.3
3031,106.3
3032,106.29
3033,106.29
3034,106.29
3035,106.29
3036,106.29
3037,106.29
3038,106.29
3039,106.28
3040,106.28
3041,106.29
3042,106.29
3043,106.29
3044,106.3
3045,106.3
3046,106.3
3047,106.3
3048,106.3
3049,106.3
3050,106.3
3051,106.29
3052,106.29
3053,106.3
3054,106.3
3055,106.3
3056,106.29
3057,106.29
3058,106.3
3059,106.3
3060,106.3
3061,106.3
3062,106.3
3063,106.3
3064,106.3
3065,106.31
3066,106.31
3067,106.31
3068,106.31
3069,106.31
3070,106.31
3071,106.31
3072,106.31
3073,106.31
3074,106.31
3075,106.31
3076,106.31
3077,106.31
3078,106.31
3079,106.31
3080,106.31
3081,106.31
3082,106.31
3083,106.31
3084,106.29
3085,106.29
3086,106.29
3087,106.3
3088,106.29
3089,106.29
3090,106.29
3091,106.28
3092,106.28
3093,106.28
3094,106.29
3095,106.29
3096,106.3
3097,106.3
3098,106.29
3099,106.29
3100,106.29
3101,106.3
3102,106.3
3103,106.3
3104,106.3
3105,106.3
3106,106.3
3107,106.3
3108,106.31
3109,106.31
3110,106.31
3111,106.31
3112,106.3
3113,106.3
3114,106.3
3115,106.31
3116,106.31
3117,106.29
3118,106.29
3119,106.29
3120,106.29
3121,106.29
3122,106.29
3123,106.29
3124,106.29
3125,106.29
3126,106.29
3127,106.3
3128,106.29
3129,106.3
3130,106.29
3131,106.29
3132,106.29
3133,106.29
3134,106.29
3135,106.29
3136,106.28
3137,106.28
3138,106.28
3139,106.28
3140,106.28
3141,106.29
3142,106.29
3143,106.29
3144,106.29
3145,106.29
3146,106.29
3147,106.29
3148,106.28
3149,106.28
3150,106.28
3151,106.29
3152,106.29
3153,106.29
3154,106.29
3155,106.29
3156,106.29
3157,106.29
3158,106.27
3159,106.27
3160,106.28
3161,106.28
3162,106.29
3163,106.29
3164,106.29
3165,106.29
3166,106.29
3167,106.3
3168,106.3
3169,106.31
3170,106.31
3171,106.3
3172,106.3
3173,106.3
3174,106.3
3175,106.3
3176,106.3
3177,106.3
3178,106.3
3179,106.29
3180,106.29
3181,106.29
3182,106.29
3183,106.29
3184,106.29
3185,106.29
3186,106.28
3187,106.28
3188,106.28
3189,106.28
3190,106.28
3191,106.29
3192,106.29
3193,106.29
3194,106.29
3195,106.28
3196,106.28
3197,106.28
3198,106.29
3199,106.29
3200,106.29
3201,106.29
3202,106.29
3203,106.29
3204,106.29
3205,106.29
3206,106.29
3207,106.3
3208,106.3
3209,106.29
3210,106.29
3211,106.29
3212,106.29
3213,106.28
3214,106.29
3215,106.28
3216,106.28
3217,106.28
3218,106.28
3219,106.29
3220,106.29
3221,106.3
3222,106.3
3223,106.3
3224,106.31
3225,106.31
3226,106.3
3227,106.3
3228,106.3
3229,106.3
3230,106.3
3231,106.3
3232,106.3
3233,106.31
3234,106.31
3235,106.31
3236,106.31
3237,106.31
3238,106.32
3239,106.32
3240,106.31
3241,106.31
3242,106.31
3243,106.31
3244,106.31
3245,106.32
3246,106.32
3247,106.32
3248,106.32
3249,106.33
3250,106.33
3251,106.33
3252,106.33
3253,106.33
3254,106.33
3255,106.33
3256,106.33
3257,106.33
3258,106.33
3259,106.33
3260,106.33
3261,106.32
3262,106.32
3263,106.32
3264,106.33
3265,106.33
3266,106.33
3267,106.31
3268,106.31
3269,106.32
3270,106.33
3271,106.32
3272,106.33
3273,106.33
3274,106.34
3275,106.34
3276,106.33
3277,106.33
3278,106.34
3279,106.34
3280,106.34
3281,106.34
3282,106.34
3283,106.34
3284,106.34
3285,106.34
3286,106.34
3287,106.34
3288,106.35
3289,106.35
3290,106.35
3291,106.35
3292,106.35
3293,106.35
3294,106.35
3295,106.34
3296,106.34
3297,106.34
3298,106.34
3299,106.34
3300,106.34
3301,106.34
3302,106.34
3303,106.34
3304,106.34
3305,106.34
3306,106.34
3307,106.36
3308,106.36
3309,106.34
3310,106.34
3311,106.33
3312,106.33
3313,106.33
3314,106.33
3315,106.33
3316,106.33
3317,106.33
3318,106.34
3319,106.34
3320,106.34
3321,106.34
3322,106.34
3323,106.35
3324,106.35
3325,106.35
3326,106.35
3327,106.35
3328,106.34
3329,106.34
3330,106.33
3331,106.33
3332,106.33
3333,106.34
3334,106.34
3335,106.35
3336,106.35
3337,106.34
3338,106.34
3339,106.34
3340,106.33
3341,106.33
3342,106.34
3343,106.34
3344,106.34
3345,106.34
3346,106.34
3347,106.35
3348,106.35
3349,106.35
3350,106.35
3351,106.35
3352,106.35
3353,106.35
3354,106.35
3355,106.35
3356,106.35
3357,106.35
3358,106.35
3359,106.35
3360,106.35
3361,106.34
3362,106.34
3363,106.34
3364,106.34
3365,106.34
3366,106.34
3367,106.34
3368,106.34
3369,106.34
3370,106.34
3371,106.33
3372,106.33
3373,106.33
3374,106.33
3375,106.32
3376,106.32
3377,106.32
3378,106.32
3379,106.32
3380,106.33
3381,106.33
3382,106.33
3383,106.33
3384,106.33
3385,106.34
3386,106.34
3387,106.34
3388,106.34
3389,106.34
3390,106.34
3391,106.34
3392,106.33
3393,106.33
3394,106.33
3395,106.33
3396,106.33
3397,106.33
3398,106.34
3399,106.33
3400,106.34
3401,106.34
3402,106.35
3403,106.35
3404,106.35
3405,106.35
3406,106.33
3407,106.33
3408,106.33
3409,106.33
3410,106.33
3411,106.33
3412,106.33
3413,106.33
3414,106.33
3415,106.34
3416,106.34
3417,106.34
3418,106.33
3419,106.33
3420,106.33
3421,106.33
3422,106.33
3423,106.34
3424,106.34
3425,106.33
3426,106.33
3427,106.35
3428,106.35
3429,106.35
3430,106.35
3431,106.35
3432,106.36
3433,106.36
3434,106.36
3435,106.36
3436,106.36
3437,106.36
3438,106.36
3439,106.36
3440,106.36
3441,106.36
3442,106.35
3443,106.35
3444,106.34
3445,106.34
3446,106.33
3447,106.33
3448,106.33
3449,106.33
3450,106.33
3451,106.33
3452,106.33
3453,106.33
3454,106.33
3455,106.33
3456,106.34
3457,106.34
3458,106.33
3459,106.33
3460,106.35
3461,106.35
3462,106.35
3463,106.35
3464,106.35
3465,106.35
3466,106.36
3467,106.36
3468,106.35
3469,106.35
3470,106.36
3471,106.36
3472,106.36
3473,106.35
3474,106.35
3475,106.36
3476,106.36
3477,106.35
3478,106.35
3479,106.35
3480,106.36
3481,106.36
3482,106.36
3483,106.36
3484,106.36
3485,106.36
3486,106.36
3487,106.36
3488,106.36
3489,106.36
3490,106.36
3491,106.36
3492,106.36
3493,106.36
3494,106.36
3495,106.36
3496,106.35
3497,106.35
3498,106.35
3499,106.35
3500,106.35
3501,106.36
3502,106.36
3503,106.35
3504,106.35
3505,106.35
3506,106.35
3507,106.35
3508,106.35
3509,106.35
3510,106.34
3511,106.34
3512,106.34
3513,106.34
3514,106.34
3515,106.34
3516,106.34
3517,106.34
3518,106.34
3519,106.34
3520,106.32
3521,106.32
3522,106.34
3523,106.34
3524,106.34
3525,106.35
3526,106.35
3527,106.35
3528,106.35
3529,106.35
3530,106.35
3531,106.35
3532,106.36
3533,106.36
3534,106.36
3535,106.36
3536,106.36
3537,106.35
3538,106.35
3539,106.36
3540,106.36
3541,106.36
3542,106.36
3543,106.36
3544,106.37
3545,106.37
3546,106.36
3547,106.36
3548,106.36
3549,106.36
3550,106.36
3551,106.36
3552,106.36
3553,106.35
3554,106.35
3555,106.36
3556,106.36
3557,106.36
3558,106.37
3559,106.37
3560,106.36
3561,106.36
3562,106.36
3563,106.36
3564,106.37
3565,106.36
3566,106.37
3567,106.37
3568,106.37
3569,106.36
3570,106.36
3571,106.36
3572,106.36
3573,106.36
3574,106.36
3575,106.37
3576,106.37
3577,106.36
3578,106.38
3579,106.36
3580,106.38
3581,106.38
3582,106.38
3583,106.38
3584,106.37
3585,106.37
3586,106.37
3587,106.37
3588,106.37
3589,106.37
3590,106.37
3591,106.36
3592,106.36
3593,106.38
3594,106.38
3595,106.39
3596,106.39
3597,106.39
3598,106.38
3599,106.38
3600,106.39
3601,106.39
3602,106.39
3603,106.39
3604,106.39
3605,106.38
3606,106.38
3607,106.38
3608,106.37
3609,106.37
3610,106.37
3611,106.37
3612,106.37
3613,106.37
3614,106.37
3615,106.37
3616,106.37
3617,106.38
3618,106.38
3619,106.39
3620,106.39
3621,106.39
3622,106.39
3623,106.39
3624,106.39
3625,106.39
3626,106.39
3627,106.39
3628,106.38
3629,106.39
3630,106.37
3631,106.38
3632,106.37
3633,106.37
3634,106.37
3635,106.37
3636,106.36
3637,106.36
3638,106.37
3639,106.37
3640,106.37
3641,106.36
3642,106.36
3643,106.37
3644,106.37
3645,106.37
3646,106.37
3647,106.37
3648,106.37
3649,106.37
3650,106.38
3651,106.38
3652,106.38
3653,106.38
3654,106.38
3655,106.38
3656,106.39
3657,106.38
3658,106.39
3659,106.39
3660,106.39
3661,106.39
3662,106.39
3663,106.39
3664,106.4
3665,106.4
3666,106.39
3667,106.39
3668,106.39
3669,106.4
3670,106.4
3671,106.4
3672,106.4
3673,106.4
3674,106.41
3675,106.41
3676,106.4
3677,106.4
3678,106.4
3679,106.39
3680,106.39
3681,106.39
3682,106.39
3683,106.39
3684,106.39
3685,106.39
3686,106.38
3687,106.38
3688,106.38
3689,106.38
3690,106.39
3691,106.39
3692,106.39
3693,106.39
3694,106.39
3695,106.4
3696,106.4
3697,106.4
3698,106.4
3699,106.4
3700,106.41
3701,106.41
3702,106.41
3703,106.41
3704,106.41
3705,106.41
3706,106.41
3707,106.41
3708,106.41
3709,106.42
3710,106.42
3711,106.42
3712,106.41
3713,106.41
3714,106.42
3715,106.42
3716,106.42
3717,106.42
3718,106.42
3719,106.42
3720,106.42
3721,106.42
3722,106.42
3723,106.42
3724,106.41
3725,106.41
3726,106.42
3727,106.42
3728,106.42
3729,106.42
3730,106.42
3731,106.42
3732,106.42
3733,106.44
3734,106.44
3735,106.45
3736,106.45
3737,106.45
3738,106.44
3739,106.44
3740,106.44
3741,106.44
3742,106.44
3743,106.44
3744,106.44
3745,106.43
3746,106.43
3747,106.43
3748,106.43
3749,106.43
3750,106.43
3751,106.43
3752,106.42
3753,106.42
3754,106.43
3755,106.43
3756,106.43
3757,106.44
3758,106.44
3759,106.44
3760,106.44
3761,106.44
3762,106.44
3763,106.44
3764,106.44
3765,106.44
3766,106.44
3767,106.44
3768,106.45
3769,106.45
3770,106.45
3771,106.46
3772,106.46
3773,106.45
3774,106.45
3775,106.45
3776,106.45
3777,106.45
3778,106.47
3779,106.47
3780,106.47
3781,106.46
3782,106.47
3783,106.47
3784,106.47
3785,106.47
3786,106.47
3787,106.47
3788,106.46
3789,106.46
3790,106.46
3791,106.46
3792,106.47
3793,106.47
3794,106.46
3795,106.46
3796,106.46
3797,106.46
3798,106.46
3799,106.46
3800,106.46
3801,106.46
3802,106.45
3803,106.45
3804,106.46
3805,106.46
3806,106.46
3807,106.46
3808,106.47
3809,106.46
3810,106.47
3811,106.46
3812,106.46
3813,106.46
3814,106.46
3815,106.46
3816,106.46
3817,106.46
3818,106.45
3819,106.45
3820,106.45
3821,106.47
3822,106.47
3823,106.47
3824,106.47
3825,106.46
3826,106.46
3827,106.46
3828,106.45
3829,106.45
3830,106.45
3831,106.45
3832,106.45
3833,106.45
3834,106.45
3835,106.46
3836,106.46
3837,106.46
3838,106.46
3839,106.46
3840,106.46
3841,106.46
3842,106.46
3843,106.46
3844,106.46
3845,106.46
3846,106.46
3847,106.47
3848,106.47
3849,106.46
3850,106.46
3851,106.47
3852,106.47
3853,106.47
3854,106.46
3855,106.46
3856,106.48
3857,106.48
3858,106.48
3859,106.47
3860,106.47
3861,106.47
3862,106.47
3863,106.47
3864,106.47
3865,106.47
3866,106.48
3867,106.48
3868,106.47
3869,106.47
3870,106.46
3871,106.46
3872,106.46
3873,106.45
3874,106.45
3875,106.45
3876,106.45
3877,106.45
3878,106.45
3879,106.45
3880,106.46
3881,106.46
3882,106.46
3883,106.46
3884,106.46
3885,106.46
3886,106.46
3887,106.47
3888,106.47
3889,106.47
3890,106.46
3891,106.46
3892,106.45
3893,106.45
3894,106.46
3895,106.46
3896,106.46
3897,106.46
3898,106.46
3899,106.47
3900,106.47
3901,106.47
3902,106.47
3903,106.47
3904,106.48
3905,106.48
3906,106.48
3907,106.49
3908,106.48
3909,106.49
3910,106.49
3911,106.48
3912,106.48
3913,106.48
3914,106.48
3915,106.48
3916,106.48
3917,106.48
3918,106.47
3919,106.47
3920,106.47
3921,106.47
3922,106.47
3923,106.47
3924,106.47
3925,106.47
3926,106.47
3927,106.47
3928,106.47
3929,106.47
3930,106.47
3931,106.47
3932,106.47
3933,106.47
3934,106.47
3935,106.46
3936,106.46
3937,106.48
3938,106.48
3939,106.49
3940,106.49
3941,106.5
3942,106.5
3943,106.5
3944,106.51
3945,106.51
3946,106.51
3947,106.51
3948,106.51
3949,106.52
3950,106.52
3951,106.55
3952,106.55
3953,106.56
3954,106.56
3955,106.56
3956,106.57
3957,106.57
3958,106.59
3959,106.61
3960,106.59
3961,106.61
3962,106.61
3963,106.61
3964,106.61
3965,106.64
3966,106.64
3967,106.64
3968,106.66
3969,106.66
3970,106.66
3971,106.66
3972,106.68
3973,106.68
3974,106.68
3975,106.7
3976,106.7
3977,106.71
3978,106.71
3979,106.73
3980,106.73
3981,106.73
3982,106.74
3983,106.74
3984,106.76
3985,106.76
3986,106.78
3987,106.78
3988,106.78
3989,106.79
3990,106.79
3991,106.8
3992,106.8
3993,106.81
3994,106.81
3995,106.81
3996,106.81
3997,106.81
3998,106.81
3999,106.83
4000,106.83
4001,106.85
4002,106.85
4003,106.86
4004,106.86
4005,106.86
4006,106.87
4007,106.87
4008,106.87
4009,106.87
4010,106.88
4011,106.88
4012,106.88
4013,106.9
4014,106.9
4015,106.91
4016,106.91
4017,106.92
4018,106.92
4019,106.92
4020,106.94
4021,106.94
4022,106.96
4023,106.96
4024,106.97
4025,106.97
4026,106.97
4027,106.97
4028,106.97
4029,106.98
4030,106.98
4031,106.98
4032,106.99
4033,106.99
4034,107.01
4035,107.01
4036,107.02
4037,107.02
4038,107.02
4039,107.03
4040,107.03
4041,107.04
4042,107.04
4043,107.05
4044,107.05
4045,107.05
4046,107.06
4047,107.06
4048,107.06
4049,107.06
4050,107.07
4051,107.07
4052,107.07
4053,107.07
4054,107.07
4055,107.07
4056,107.07
4057,107.07
4058,107.08
4059,107.08
4060,107.1
4061,107.1
4062,107.1
4063,107.1
4064,107.1
4065,107.11
4066,107.11
4067,107.12
4068,107.12
4069,107.14
4070,107.14
4071,107.14
4072,107.15
4073,107.15
4074,107.16
4075,107.16
4076,107.16
4077,107.17
4078,107.17
4079,107.17
4080,107.17
4081,107.18
4082,107.18
4083,107.19
4084,107.19
4085,107.19
4086,107.19
4087,107.19
4088,107.19
4089,107.2
4090,107.2
4091,107.2
4092,107.2
4093,107.21
4094,107.21
4095,107.21
4096,107.22
4097,107.22
4098,107.24
4099,107.24
4100,107.25
4101,107.25
4102,107.26
4103,107.26
4104,107.26
4105,107.27
4106,107.27
4107,107.28
4108,107.28
4109,107.28
4110,107.28
4111,107.28
4112,107.29
4113,107.29
4114,107.3
4115,107.3
4116,107.3
4117,107.3
4118,107.3
4119,107.31
4120,107.31
4121,107.31
4122,107.31
4123,107.31
4124,107.33
4125,107.33
4126,107.34
4127,107.34
4128,107.35
4129,107.35
4130,107.35
4131,107.37
4132,107.37
4133,107.39
4134,107.39
4135,107.39
4136,107.4
4137,107.4
4138,107.39
4139,107.39
4140,107.39
4141,107.4
4142,107.41
4143,107.4
4144,107.42
4145,107.41
4146,107.42
4147,107.42
4148,107.42
4149,107.42
4150,107.42
4151,107.42
4152,107.43
4153,107.43
4154,107.43
4155,107.44
4156,107.44
4157,107.44
4158,107.44
4159,107.44
4160,107.44
4161,107.44
4162,107.46
4163,107.46
4164,107.45
4165,107.45
4166,107.45
4167,107.45
4168,107.45
4169,107.47
4170,107.47
4171,107.48
4172,107.48
4173,107.48
4174,107.48
4175,107.48
4176,107.47
4177,107.47
4178,107.48
4179,107.48
4180,107.48
4181,107.49
4182,107.49
4183,107.5
4184,107.5
4185,107.51
4186,107.51
4187,107.51
4188,107.51
4189,107.51
4190,107.52
4191,107.52
4192,107.51
4193,107.51
4194,107.51
4195,107.53
4196,107.53
4197,107.54
4198,107.54
4199,107.55
4200,107.55
4201,107.55
4202,107.55
4203,107.55
4204,107.55
4205,107.55
4206,107.55
4207,107.56
4208,107.56
4209,107.57
4210,107.57
4211,107.58
4212,107.58
4213,107.58
4214,107.61
4215,107.61
4216,107.6
4217,107.6
4218,107.59
4219,107.59
4220,107.6
4221,107.59
4222,107.6
4223,107.59
4224,107.59
4225,107.58
4226,107.58
4227,107.58
4228,107.59
4229,107.59
4230,107.59
4231,107.6
4232,107.6
4233,107.61
4234,107.62
4235,107.61
4236,107.62
4237,107.62
4238,107.62
4239,107.62
4240,107.62
4241,107.62
4242,107.62
4243,107.62
4244,107.62
4245,107.62
4246,107.62
4247,107.63
4248,107.63
4249,107.63
4250,107.63
4251,107.63
4252,107.64
4253,107.64
4254,107.66
4255,107.66
4256,107.66
4257,107.66
4258,107.66
4259,107.67
4260,107.67
4261,107.67
4262,107.67
4263,107.67
4264,107.67
4265,107.67
4266,107.68
4267,107.68
4268,107.67
4269,107.67
4270,107.68
4271,107.68
4272,107.68
4273,107.68
4274,107.68
4275,107.68
4276,107.68
4277,107.68
4278,107.69
4279,107.69
4280,107.69
4281,107.69
4282,107.69
4283,107.68
4284,107.68
4285,107.68
4286,107.68
4287,107.68
4288,107.68
4289,107.68
4290,107.69
4291,107.69
4292,107.69
4293,107.69
4294,107.69
4295,107.7
4296,107.71
4297,107.71
4298,107.71
4299,107.71
4300,107.71
4301,107.71
4302,107.71
4303,107.71
4304,107.72
4305,107.72
4306,107.72
4307,107.72
4308,107.72
4309,107.71
4310,107.71
4311,107.71
4312,107.7
4313,107.71
4314,107.7
4315,107.7
4316,107.7
4317,107.7
4318,107.71
4319,107.71
4320,107.71
4321,107.71
4322,107.71
4323,107.73
4324,107.73
4325,107.73
4326,107.73
4327,107.73
4328,107.73
4329,107.73
4330,107.73
4331,107.74
4332,107.73
4333,107.74
4334,107.74
4335,107.75
4336,107.75
4337,107.76
4338,107.76
4339,107.77
4340,107.77
4341,107.77
4342,107.78
4343,107.78
4344,107.78
4345,107.78
4346,107.8
4347,107.8
4348,107.8
4349,107.82
4350,107.82
4351,107.83
4352,107.83
4353,107.86
4354,107.86
4355,107.86
4356,107.88
4357,107.88
4358,107.89
4359,107.89
4360,107.89
4361,107.91
4362,107.91
4363,107.94
4364,107.94
4365,107.94
4366,107.96
4367,107.96
4368,107.99
4369,107.99
4370,108.04
4371,108.04
4372,108.04
4373,108.05
4374,108.05
4375,108.1
4376,108.1
4377,108.11
4378,108.11
4379,108.11
4380,108.14
4381,108.14
4382,108.16
4383,108.16
4384,108.19
4385,108.19
4386,108.19
4387,108.23
4388,108.23
4389,108.27
4390,108.27
4391,108.27
4392,108.3
4393,108.34
4394,108.3
4395,108.34
4396,108.37
4397,108.37
4398,108.41
4399,108.41
4400,108.41
4401,108.43
4402,108.43
4403,108.43
4404,108.46
4405,108.49
4406,108.49
4407,108.53
4408,108.49
4409,108.53
4410,108.53
4411,108.56
4412,108.56
4413,108.59
4414,108.59
4415,108.6
4416,108.6
4417,108.6
4418,108.62
4419,108.62
4420,108.65
4421,108.65
4422,108.68
4423,108.68
4424,108.68
4425,108.7
4426,108.7
4427,108.71
4428,108.71
4429,108.73
4430,108.73
4431,108.73
4432,108.74
4433,108.74
4434,108.76
4435,108.76
4436,108.76
4437,108.76
4438,108.76
4439,108.77
4440,108.77
4441,108.77
4442,108.77
4443,108.79
4444,108.79
4445,108.79
4446,108.78
4447,108.78
4448,108.78
4449,108.78
4450,108.78
4451,108.79
4452,108.79
4453,108.79
4454,108.79
4455,108.78
4456,108.78
4457,108.78
4458,108.79
4459,108.79
4460,108.76
4461,108.76
4462,108.74
4463,108.74
4464,108.74
4465,108.73
4466,108.73
4467,108.7
4468,108.7
4469,108.7
4470,108.69
